category,avg_profit_sol,avg_tokens_created,avg_hours_between_launches,avg_seconds_to_first_sell
MEDIAN_DEPLOYER,4.7259614699888015,8,10.958676573662297,23
TOP_10_DEPLOYERS,36483.42435401309,16782.8,0.11336872739217667,1
