"metric","deployer_count","total_profit_sol","avg_profit_per_deployer","median_profit_per_deployer","total_tokens_created","total_profitable_tokens","profitable_token_rate"
"PER_DEPLOYER",,71.316900554,,,12,9,"75.0"
"PER_DEPLOYER",,71.313197202,,,78,78,"100.0"
"PER_DEPLOYER",,71.309846113,,,97,98,"101.0"
"PER_DEPLOYER",,71.308647543,,,8,19,"237.5"
"PER_DEPLOYER",,71.306769461,,,91,92,"101.1"
"PER_DEPLOYER",,71.279774899,,,30,30,"100.0"
"PER_DEPLOYER",,71.276262266,,,73,73,"100.0"
"PER_DEPLOYER",,71.268336864,,,38,38,"100.0"
"PER_DEPLOYER",,71.26833100900001,,,86,85,"98.8"
"PER_DEPLOYER",,71.265888297,,,7,15,"214.3"
"PER_DEPLOYER",,71.262215919,,,13,8,"61.5"
"PER_DEPLOYER",,71.253611138,,,51,53,"103.9"
"PER_DEPLOYER",,71.238378973,,,52,95,"182.7"
"PER_DEPLOYER",,71.232038835,,,54,54,"100.0"
"PER_DEPLOYER",,71.231674025,,,11,12,"109.1"
"PER_DEPLOYER",,71.226428177,,,47,55,"117.0"
"PER_DEPLOYER",,71.21872713600001,,,20,23,"115.0"
"PER_DEPLOYER",,71.20852608199999,,,5,5,"100.0"
"PER_DEPLOYER",,71.20795190500002,,,52,51,"98.1"
"PER_DEPLOYER",,71.199842657,,,96,137,"142.7"
"PER_DEPLOYER",,71.18784407300001,,,57,64,"112.3"
"PER_DEPLOYER",,71.18185697,,,6,9,"150.0"
"PER_DEPLOYER",,71.17789046,,,168,91,"54.2"
"PER_DEPLOYER",,71.169275736,,,19,19,"100.0"
"PER_DEPLOYER",,71.160389386,,,38,39,"102.6"
"PER_DEPLOYER",,71.154113844,,,31,31,"100.0"
"PER_DEPLOYER",,71.13856017,,,71,72,"101.4"
"PER_DEPLOYER",,71.132062544,,,9,18,"200.0"
"PER_DEPLOYER",,71.12793842100001,,,18,16,"88.9"
"PER_DEPLOYER",,71.119611738,,,66,66,"100.0"
"PER_DEPLOYER",,71.113536098,,,25,25,"100.0"
"PER_DEPLOYER",,71.105322801,,,6,5,"83.3"
"PER_DEPLOYER",,71.09445837199999,,,6,10,"166.7"
"PER_DEPLOYER",,71.09124124300003,,,22,23,"104.5"
"PER_DEPLOYER",,71.081173405,,,58,61,"105.2"
"PER_DEPLOYER",,71.07202825600001,,,14,16,"114.3"
"PER_DEPLOYER",,71.066345197,,,92,92,"100.0"
"PER_DEPLOYER",,71.052985476,,,6,7,"116.7"
"PER_DEPLOYER",,71.048014155,,,8,9,"112.5"
"PER_DEPLOYER",,71.037231136,,,31,31,"100.0"
"PER_DEPLOYER",,71.03427340600001,,,43,71,"165.1"
"PER_DEPLOYER",,71.02810826499999,,,85,88,"103.5"
"PER_DEPLOYER",,71.027272174,,,7,13,"185.7"
"PER_DEPLOYER",,71.023607469,,,16,3,"18.8"
"PER_DEPLOYER",,70.984883299,,,32,31,"96.9"
"PER_DEPLOYER",,70.975357901,,,97,97,"100.0"
"PER_DEPLOYER",,70.97168711,,,54,55,"101.9"
"PER_DEPLOYER",,70.962716119,,,42,42,"100.0"
"PER_DEPLOYER",,70.952724827,,,7,11,"157.1"
"PER_DEPLOYER",,70.94501311399999,,,43,43,"100.0"
"PER_DEPLOYER",,70.93140984600001,,,18,18,"100.0"
"PER_DEPLOYER",,70.924731899,,,5,5,"100.0"
"PER_DEPLOYER",,70.896813203,,,86,93,"108.1"
"PER_DEPLOYER",,70.892623506,,,27,31,"114.8"
"PER_DEPLOYER",,70.88632598199999,,,34,35,"102.9"
"PER_DEPLOYER",,70.886023761,,,6,13,"216.7"
"PER_DEPLOYER",,70.873133379,,,40,55,"137.5"
"PER_DEPLOYER",,70.861785259,,,9,33,"366.7"
"PER_DEPLOYER",,70.860322909,,,52,4,"7.7"
"PER_DEPLOYER",,70.839315571,,,38,38,"100.0"
"PER_DEPLOYER",,70.83816962599998,,,93,93,"100.0"
"PER_DEPLOYER",,70.830818489,,,10,22,"220.0"
"PER_DEPLOYER",,70.829073182,,,5,6,"120.0"
"PER_DEPLOYER",,70.79415940999999,,,147,174,"118.4"
"PER_DEPLOYER",,70.78877051500001,,,7,13,"185.7"
"PER_DEPLOYER",,70.770772197,,,10,10,"100.0"
"PER_DEPLOYER",,70.768631132,,,80,86,"107.5"
"PER_DEPLOYER",,70.76419154400001,,,62,64,"103.2"
"PER_DEPLOYER",,70.75553350499999,,,5,5,"100.0"
"PER_DEPLOYER",,70.75397372300002,,,48,48,"100.0"
"PER_DEPLOYER",,70.74860127,,,8,14,"175.0"
"PER_DEPLOYER",,70.72901424999999,,,88,88,"100.0"
"PER_DEPLOYER",,70.70366020799999,,,41,26,"63.4"
"PER_DEPLOYER",,70.67706860300001,,,29,29,"100.0"
"PER_DEPLOYER",,70.673546679,,,73,81,"111.0"
"PER_DEPLOYER",,70.64732408599998,,,39,39,"100.0"
"PER_DEPLOYER",,70.633628125,,,45,47,"104.4"
"PER_DEPLOYER",,70.620052121,,,44,37,"84.1"
"PER_DEPLOYER",,70.619058307,,,52,52,"100.0"
"PER_DEPLOYER",,70.60162045,,,58,58,"100.0"
"PER_DEPLOYER",,70.599883487,,,67,82,"122.4"
"PER_DEPLOYER",,70.56287236,,,42,42,"100.0"
"PER_DEPLOYER",,70.558010913,,,41,40,"97.6"
"PER_DEPLOYER",,70.546497454,,,18,32,"177.8"
"PER_DEPLOYER",,70.535996771,,,57,58,"101.8"
"PER_DEPLOYER",,70.531332375,,,22,33,"150.0"
"PER_DEPLOYER",,70.52033089599999,,,34,33,"97.1"
"PER_DEPLOYER",,70.517935036,,,25,27,"108.0"
"PER_DEPLOYER",,70.51629337499999,,,86,89,"103.5"
"PER_DEPLOYER",,70.513557748,,,35,35,"100.0"
"PER_DEPLOYER",,70.51046318,,,42,42,"100.0"
"PER_DEPLOYER",,70.50452335300001,,,33,34,"103.0"
"PER_DEPLOYER",,70.50175893500001,,,39,39,"100.0"
"PER_DEPLOYER",,70.48714932299998,,,38,37,"97.4"
"PER_DEPLOYER",,70.479514721,,,13,11,"84.6"
"PER_DEPLOYER",,70.471271036,,,24,24,"100.0"
"PER_DEPLOYER",,70.470538396,,,17,17,"100.0"
"PER_DEPLOYER",,70.443264658,,,12,13,"108.3"
"PER_DEPLOYER",,70.424568464,,,38,38,"100.0"
"PER_DEPLOYER",,70.42117838899999,,,19,19,"100.0"
"PER_DEPLOYER",,70.420750299,,,19,18,"94.7"
"PER_DEPLOYER",,70.41839999999999,,,37,74,"200.0"
"PER_DEPLOYER",,70.415723897,,,223,22,"9.9"
"PER_DEPLOYER",,70.414688848,,,42,43,"102.4"
"PER_DEPLOYER",,70.402121293,,,50,50,"100.0"
"PER_DEPLOYER",,70.401215044,,,58,58,"100.0"
"PER_DEPLOYER",,70.397732487,,,47,48,"102.1"
"PER_DEPLOYER",,70.387449731,,,14,14,"100.0"
"PER_DEPLOYER",,70.378655748,,,52,52,"100.0"
"PER_DEPLOYER",,70.37325018300001,,,33,33,"100.0"
"PER_DEPLOYER",,70.368443644,,,99,104,"105.1"
"PER_DEPLOYER",,70.365424162,,,61,61,"100.0"
"PER_DEPLOYER",,70.356089608,,,5,5,"100.0"
"PER_DEPLOYER",,70.351376545,,,5,4,"80.0"
"PER_DEPLOYER",,70.350075551,,,18,18,"100.0"
"PER_DEPLOYER",,70.326467726,,,6,5,"83.3"
"PER_DEPLOYER",,70.326421408,,,51,51,"100.0"
"PER_DEPLOYER",,70.310287382,,,156,43,"27.6"
"PER_DEPLOYER",,70.307307963,,,77,78,"101.3"
"PER_DEPLOYER",,70.307278006,,,87,87,"100.0"
"PER_DEPLOYER",,70.29830516999999,,,35,37,"105.7"
"PER_DEPLOYER",,70.296205111,,,51,49,"96.1"
"PER_DEPLOYER",,70.278007949,,,8,8,"100.0"
"PER_DEPLOYER",,70.271264897,,,69,68,"98.6"
"PER_DEPLOYER",,70.26791721299999,,,34,34,"100.0"
"PER_DEPLOYER",,70.26111586199998,,,18,29,"161.1"
"PER_DEPLOYER",,70.260191609,,,25,10,"40.0"
"PER_DEPLOYER",,70.251260794,,,118,128,"108.5"
"PER_DEPLOYER",,70.218810889,,,6,6,"100.0"
"PER_DEPLOYER",,70.21289657699998,,,47,47,"100.0"
"PER_DEPLOYER",,70.204003369,,,78,78,"100.0"
"PER_DEPLOYER",,70.193879872,,,54,54,"100.0"
"PER_DEPLOYER",,70.188269544,,,86,86,"100.0"
"PER_DEPLOYER",,70.18255837699999,,,6,6,"100.0"
"PER_DEPLOYER",,70.16486220099999,,,40,41,"102.5"
"PER_DEPLOYER",,70.16445232999999,,,63,62,"98.4"
"PER_DEPLOYER",,70.15661431999999,,,6,17,"283.3"
"PER_DEPLOYER",,70.149039841,,,61,59,"96.7"
"PER_DEPLOYER",,70.137853718,,,30,38,"126.7"
"PER_DEPLOYER",,70.12494631700001,,,37,37,"100.0"
"PER_DEPLOYER",,70.121025187,,,28,28,"100.0"
"PER_DEPLOYER",,70.11754448399999,,,105,106,"101.0"
"PER_DEPLOYER",,70.09184840900001,,,40,40,"100.0"
"PER_DEPLOYER",,70.087541621,,,30,31,"103.3"
"PER_DEPLOYER",,70.083795194,,,51,26,"51.0"
"PER_DEPLOYER",,70.078885344,,,65,69,"106.2"
"PER_DEPLOYER",,70.074554916,,,10,9,"90.0"
"PER_DEPLOYER",,70.059682257,,,14,17,"121.4"
"PER_DEPLOYER",,70.055906729,,,38,38,"100.0"
"PER_DEPLOYER",,70.053675387,,,136,1,"0.7"
"PER_DEPLOYER",,70.04392368799999,,,58,63,"108.6"
"PER_DEPLOYER",,70.027365945,,,5,5,"100.0"
"PER_DEPLOYER",,70.011197444,,,30,30,"100.0"
"PER_DEPLOYER",,70.00534141800001,,,55,77,"140.0"
"PER_DEPLOYER",,69.99676798700001,,,50,50,"100.0"
"PER_DEPLOYER",,69.96259143099998,,,2341,44,"1.9"
"PER_DEPLOYER",,69.956941634,,,32,33,"103.1"
"PER_DEPLOYER",,69.939410143,,,72,80,"111.1"
"PER_DEPLOYER",,69.935465241,,,60,60,"100.0"
"PER_DEPLOYER",,69.924618914,,,5,1,"20.0"
"PER_DEPLOYER",,69.92213907700001,,,71,77,"108.5"
"PER_DEPLOYER",,69.907129149,,,28,28,"100.0"
"PER_DEPLOYER",,69.90437572399999,,,25,26,"104.0"
"PER_DEPLOYER",,69.87812129599999,,,16,16,"100.0"
"PER_DEPLOYER",,69.87641562700001,,,115,114,"99.1"
"PER_DEPLOYER",,69.850738239,,,60,64,"106.7"
"PER_DEPLOYER",,69.85064862699998,,,40,38,"95.0"
"PER_DEPLOYER",,69.850227397,,,9,9,"100.0"
"PER_DEPLOYER",,69.84421093099999,,,32,33,"103.1"
"PER_DEPLOYER",,69.819022819,,,7,17,"242.9"
"PER_DEPLOYER",,69.812007758,,,37,36,"97.3"
"PER_DEPLOYER",,69.811054406,,,6,4,"66.7"
"PER_DEPLOYER",,69.804400237,,,38,37,"97.4"
"PER_DEPLOYER",,69.79900400499999,,,11,11,"100.0"
"PER_DEPLOYER",,69.79337840900001,,,49,50,"102.0"
"PER_DEPLOYER",,69.78373450100001,,,36,35,"97.2"
"PER_DEPLOYER",,69.771588717,,,83,83,"100.0"
"PER_DEPLOYER",,69.753582716,,,58,58,"100.0"
"PER_DEPLOYER",,69.752030357,,,44,48,"109.1"
"PER_DEPLOYER",,69.746989695,,,46,38,"82.6"
"PER_DEPLOYER",,69.744699246,,,57,57,"100.0"
"PER_DEPLOYER",,69.71383235500001,,,8,15,"187.5"
"PER_DEPLOYER",,69.680571618,,,34,41,"120.6"
"PER_DEPLOYER",,69.676591762,,,56,48,"85.7"
"PER_DEPLOYER",,69.64651747800002,,,37,37,"100.0"
"PER_DEPLOYER",,69.633719406,,,9,11,"122.2"
"PER_DEPLOYER",,69.627587436,,,26,21,"80.8"
"PER_DEPLOYER",,69.61838412699998,,,47,40,"85.1"
"PER_DEPLOYER",,69.58134389,,,17,14,"82.4"
"PER_DEPLOYER",,69.580400943,,,245,244,"99.6"
"PER_DEPLOYER",,69.563481541,,,39,39,"100.0"
"PER_DEPLOYER",,69.562087966,,,5,5,"100.0"
"PER_DEPLOYER",,69.54651809400002,,,51,63,"123.5"
"PER_DEPLOYER",,69.54389089400001,,,10,15,"150.0"
"PER_DEPLOYER",,69.54375509500001,,,68,68,"100.0"
"PER_DEPLOYER",,69.539898364,,,5,5,"100.0"
"PER_DEPLOYER",,69.523119475,,,6,6,"100.0"
"PER_DEPLOYER",,69.521405943,,,17,21,"123.5"
"PER_DEPLOYER",,69.518069262,,,35,26,"74.3"
"PER_DEPLOYER",,69.51342564399998,,,12,11,"91.7"
"PER_DEPLOYER",,69.499953131,,,69,97,"140.6"
"PER_DEPLOYER",,69.49907893999999,,,12,12,"100.0"
"PER_DEPLOYER",,69.483488635,,,9,9,"100.0"
"PER_DEPLOYER",,69.46368249700001,,,5,5,"100.0"
"PER_DEPLOYER",,69.446230429,,,48,48,"100.0"
"PER_DEPLOYER",,69.44316204,,,47,53,"112.8"
"PER_DEPLOYER",,69.441620064,,,71,85,"119.7"
"PER_DEPLOYER",,69.43174754500001,,,8,11,"137.5"
"PER_DEPLOYER",,69.424149285,,,44,44,"100.0"
"PER_DEPLOYER",,69.414380476,,,33,33,"100.0"
"PER_DEPLOYER",,69.411680948,,,36,36,"100.0"
"PER_DEPLOYER",,69.409094549,,,32,32,"100.0"
"PER_DEPLOYER",,69.40162101199999,,,49,49,"100.0"
"PER_DEPLOYER",,69.395739523,,,53,53,"100.0"
"PER_DEPLOYER",,69.377594368,,,66,68,"103.0"
"PER_DEPLOYER",,69.37117988000001,,,43,45,"104.7"
"PER_DEPLOYER",,69.36957945600001,,,97,82,"84.5"
"PER_DEPLOYER",,69.36899884300001,,,26,21,"80.8"
"PER_DEPLOYER",,69.365250969,,,27,27,"100.0"
"PER_DEPLOYER",,69.353705069,,,14,14,"100.0"
"PER_DEPLOYER",,69.343796212,,,116,116,"100.0"
"PER_DEPLOYER",,69.33879997700001,,,5,5,"100.0"
"PER_DEPLOYER",,69.334989034,,,63,63,"100.0"
"PER_DEPLOYER",,69.311115869,,,12,11,"91.7"
"PER_DEPLOYER",,69.29385834500002,,,88,90,"102.3"
"PER_DEPLOYER",,69.286054696,,,33,33,"100.0"
"PER_DEPLOYER",,69.266761888,,,89,2,"2.2"
"PER_DEPLOYER",,69.26172191799999,,,8,8,"100.0"
"PER_DEPLOYER",,69.252512911,,,10,10,"100.0"
"PER_DEPLOYER",,69.23654377000001,,,10,10,"100.0"
"PER_DEPLOYER",,69.235763265,,,101,100,"99.0"
"PER_DEPLOYER",,69.232352994,,,48,48,"100.0"
"PER_DEPLOYER",,69.22364643,,,31,32,"103.2"
"PER_DEPLOYER",,69.203885591,,,6,15,"250.0"
"PER_DEPLOYER",,69.20291262399999,,,8,15,"187.5"
"PER_DEPLOYER",,69.200331805,,,31,30,"96.8"
"PER_DEPLOYER",,69.191135398,,,39,43,"110.3"
"PER_DEPLOYER",,69.179056265,,,67,67,"100.0"
"PER_DEPLOYER",,69.166064809,,,19,19,"100.0"
"PER_DEPLOYER",,69.160899304,,,39,39,"100.0"
"PER_DEPLOYER",,69.15369756999998,,,66,127,"192.4"
"PER_DEPLOYER",,69.149899237,,,48,48,"100.0"
"PER_DEPLOYER",,69.146814182,,,77,76,"98.7"
"PER_DEPLOYER",,69.14652344000001,,,20,21,"105.0"
"PER_DEPLOYER",,69.14376327400001,,,34,34,"100.0"
"PER_DEPLOYER",,69.11648402,,,19,19,"100.0"
"PER_DEPLOYER",,69.101254352,,,12,12,"100.0"
"PER_DEPLOYER",,69.093409476,,,32,32,"100.0"
"PER_DEPLOYER",,69.073478158,,,7,14,"200.0"
"PER_DEPLOYER",,69.072519232,,,25,11,"44.0"
"PER_DEPLOYER",,69.071004481,,,68,71,"104.4"
"PER_DEPLOYER",,69.060705391,,,54,75,"138.9"
"PER_DEPLOYER",,69.05749678400001,,,6,4,"66.7"
"PER_DEPLOYER",,69.05090654099999,,,9,9,"100.0"
"PER_DEPLOYER",,69.043209229,,,34,35,"102.9"
"PER_DEPLOYER",,69.03695184,,,44,44,"100.0"
"PER_DEPLOYER",,69.03079166500001,,,92,59,"64.1"
"PER_DEPLOYER",,69.02330099199999,,,127,36,"28.3"
"PER_DEPLOYER",,69.006624224,,,112,112,"100.0"
"PER_DEPLOYER",,68.994972203,,,42,41,"97.6"
"PER_DEPLOYER",,68.989985853,,,29,31,"106.9"
"PER_DEPLOYER",,68.981841137,,,32,32,"100.0"
"PER_DEPLOYER",,68.962570009,,,5,5,"100.0"
"PER_DEPLOYER",,68.951300396,,,31,37,"119.4"
"PER_DEPLOYER",,68.948262142,,,7,5,"71.4"
"PER_DEPLOYER",,68.94235894399999,,,91,90,"98.9"
"PER_DEPLOYER",,68.931870014,,,10,37,"370.0"
"PER_DEPLOYER",,68.92821861400002,,,29,34,"117.2"
"PER_DEPLOYER",,68.92763711500001,,,8,11,"137.5"
"PER_DEPLOYER",,68.92761791000001,,,64,70,"109.4"
"PER_DEPLOYER",,68.915676681,,,28,32,"114.3"
"PER_DEPLOYER",,68.91339348300001,,,44,44,"100.0"
"PER_DEPLOYER",,68.909913188,,,7,5,"71.4"
"PER_DEPLOYER",,68.889820524,,,12,14,"116.7"
"PER_DEPLOYER",,68.867956671,,,41,41,"100.0"
"PER_DEPLOYER",,68.845969068,,,38,38,"100.0"
"PER_DEPLOYER",,68.836328909,,,49,50,"102.0"
"PER_DEPLOYER",,68.830485679,,,35,35,"100.0"
"PER_DEPLOYER",,68.82921325999999,,,7,12,"171.4"
"PER_DEPLOYER",,68.82355449100001,,,3328,14,"0.4"
"PER_DEPLOYER",,68.818510527,,,42,45,"107.1"
"PER_DEPLOYER",,68.81444213500001,,,23,23,"100.0"
"PER_DEPLOYER",,68.79928469999999,,,43,44,"102.3"
"PER_DEPLOYER",,68.799088375,,,31,29,"93.5"
"PER_DEPLOYER",,68.797736138,,,59,68,"115.3"
"PER_DEPLOYER",,68.780442169,,,48,41,"85.4"
"PER_DEPLOYER",,68.77706857400001,,,33,33,"100.0"
"PER_DEPLOYER",,68.7719875,,,21,21,"100.0"
"PER_DEPLOYER",,68.770732655,,,47,48,"102.1"
"PER_DEPLOYER",,68.76445346,,,92,92,"100.0"
"PER_DEPLOYER",,68.757758229,,,15,14,"93.3"
"PER_DEPLOYER",,68.757541946,,,6,6,"100.0"
"PER_DEPLOYER",,68.74717886299999,,,67,72,"107.5"
"PER_DEPLOYER",,68.739352786,,,9,16,"177.8"
"PER_DEPLOYER",,68.738072491,,,5,5,"100.0"
"PER_DEPLOYER",,68.710245918,,,46,44,"95.7"
"PER_DEPLOYER",,68.70546920999999,,,10,10,"100.0"
"PER_DEPLOYER",,68.704628618,,,42,42,"100.0"
"PER_DEPLOYER",,68.701400364,,,55,53,"96.4"
"PER_DEPLOYER",,68.700891672,,,38,30,"78.9"
"PER_DEPLOYER",,68.679423832,,,29,29,"100.0"
"PER_DEPLOYER",,68.660418151,,,46,30,"65.2"
"PER_DEPLOYER",,68.655808358,,,68,68,"100.0"
"PER_DEPLOYER",,68.65413986499999,,,28,28,"100.0"
"PER_DEPLOYER",,68.63334281099999,,,27,27,"100.0"
"PER_DEPLOYER",,68.625584891,,,11,11,"100.0"
"PER_DEPLOYER",,68.618571306,,,5,5,"100.0"
"PER_DEPLOYER",,68.603186409,,,42,42,"100.0"
"PER_DEPLOYER",,68.585919171,,,43,45,"104.7"
"PER_DEPLOYER",,68.583185651,,,8,1,"12.5"
"PER_DEPLOYER",,68.576721668,,,59,59,"100.0"
"PER_DEPLOYER",,68.575587324,,,75,86,"114.7"
"PER_DEPLOYER",,68.574929924,,,6,6,"100.0"
"PER_DEPLOYER",,68.570076605,,,17,20,"117.6"
"PER_DEPLOYER",,68.561590789,,,89,53,"59.6"
"PER_DEPLOYER",,68.548582821,,,7,1,"14.3"
"PER_DEPLOYER",,68.544583853,,,64,79,"123.4"
"PER_DEPLOYER",,68.530580122,,,27,27,"100.0"
"PER_DEPLOYER",,68.521904103,,,49,52,"106.1"
"PER_DEPLOYER",,68.505598217,,,38,40,"105.3"
"PER_DEPLOYER",,68.504872855,,,88,89,"101.1"
"PER_DEPLOYER",,68.502438616,,,5,5,"100.0"
"PER_DEPLOYER",,68.49925622199999,,,7,7,"100.0"
"PER_DEPLOYER",,68.498801693,,,26,31,"119.2"
"PER_DEPLOYER",,68.494451462,,,22,29,"131.8"
"PER_DEPLOYER",,68.484468301,,,42,42,"100.0"
"PER_DEPLOYER",,68.45592664899999,,,52,72,"138.5"
"PER_DEPLOYER",,68.436636688,,,41,41,"100.0"
"PER_DEPLOYER",,68.434239878,,,31,80,"258.1"
"PER_DEPLOYER",,68.426838112,,,11,17,"154.5"
"PER_DEPLOYER",,68.426413558,,,5,5,"100.0"
"PER_DEPLOYER",,68.414921255,,,11,11,"100.0"
"PER_DEPLOYER",,68.396024133,,,34,34,"100.0"
"PER_DEPLOYER",,68.394195435,,,48,73,"152.1"
"PER_DEPLOYER",,68.389732617,,,10,16,"160.0"
"PER_DEPLOYER",,68.381414808,,,23,27,"117.4"
"PER_DEPLOYER",,68.37720778299999,,,12,12,"100.0"
"PER_DEPLOYER",,68.375383253,,,55,67,"121.8"
"PER_DEPLOYER",,68.36781527800001,,,8,8,"100.0"
"PER_DEPLOYER",,68.358344372,,,139,98,"70.5"
"PER_DEPLOYER",,68.34715471199999,,,28,28,"100.0"
"PER_DEPLOYER",,68.341903408,,,14,14,"100.0"
"PER_DEPLOYER",,68.326236754,,,99,52,"52.5"
"PER_DEPLOYER",,68.32061158999998,,,26,26,"100.0"
"PER_DEPLOYER",,68.316813475,,,81,78,"96.3"
"PER_DEPLOYER",,68.302410584,,,6,6,"100.0"
"PER_DEPLOYER",,68.300875836,,,72,73,"101.4"
"PER_DEPLOYER",,68.298017214,,,9,9,"100.0"
"PER_DEPLOYER",,68.297929409,,,47,60,"127.7"
"PER_DEPLOYER",,68.29084439,,,9,9,"100.0"
"PER_DEPLOYER",,68.28788868699999,,,22,22,"100.0"
"PER_DEPLOYER",,68.28561545,,,25,26,"104.0"
"PER_DEPLOYER",,68.27926620099998,,,9,9,"100.0"
"PER_DEPLOYER",,68.278034925,,,6,6,"100.0"
"PER_DEPLOYER",,68.25754007799999,,,35,35,"100.0"
"PER_DEPLOYER",,68.25467965899999,,,17,20,"117.6"
"PER_DEPLOYER",,68.234737779,,,10,19,"190.0"
"PER_DEPLOYER",,68.203039835,,,8,9,"112.5"
"PER_DEPLOYER",,68.16281076399999,,,82,83,"101.2"
"PER_DEPLOYER",,68.158030805,,,34,32,"94.1"
"PER_DEPLOYER",,68.15801460600001,,,8,8,"100.0"
"PER_DEPLOYER",,68.15375167799999,,,10,10,"100.0"
"PER_DEPLOYER",,68.14696220999998,,,29,32,"110.3"
"PER_DEPLOYER",,68.14103187999999,,,63,67,"106.3"
"PER_DEPLOYER",,68.140610372,,,7,15,"214.3"
"PER_DEPLOYER",,68.138145933,,,127,175,"137.8"
"PER_DEPLOYER",,68.13494839999998,,,41,41,"100.0"
"PER_DEPLOYER",,68.13417491400001,,,7,8,"114.3"
"PER_DEPLOYER",,68.12916949999999,,,5,6,"120.0"
"PER_DEPLOYER",,68.12099542299998,,,45,45,"100.0"
"PER_DEPLOYER",,68.120109491,,,50,50,"100.0"
"PER_DEPLOYER",,68.11773402700001,,,48,53,"110.4"
"PER_DEPLOYER",,68.113760321,,,141,1,"0.7"
"PER_DEPLOYER",,68.097600402,,,57,59,"103.5"
"PER_DEPLOYER",,68.091518256,,,30,30,"100.0"
"PER_DEPLOYER",,68.063281977,,,7,7,"100.0"
"PER_DEPLOYER",,68.062820257,,,13,13,"100.0"
"PER_DEPLOYER",,68.060315028,,,61,63,"103.3"
"PER_DEPLOYER",,68.060086482,,,5,5,"100.0"
"PER_DEPLOYER",,68.05646256,,,31,32,"103.2"
"PER_DEPLOYER",,68.040769626,,,34,34,"100.0"
"PER_DEPLOYER",,68.031501792,,,8,18,"225.0"
"PER_DEPLOYER",,68.02980934600001,,,8,8,"100.0"
"PER_DEPLOYER",,68.02405750300001,,,80,80,"100.0"
"PER_DEPLOYER",,68.017581572,,,85,120,"141.2"
"PER_DEPLOYER",,68.01168215899999,,,58,61,"105.2"
"PER_DEPLOYER",,67.99233931399999,,,6,6,"100.0"
"PER_DEPLOYER",,67.988649676,,,22,22,"100.0"
"PER_DEPLOYER",,67.986705639,,,9,11,"122.2"
"PER_DEPLOYER",,67.98572002099999,,,35,35,"100.0"
"PER_DEPLOYER",,67.969470669,,,5,5,"100.0"
"PER_DEPLOYER",,67.96174206399999,,,403,247,"61.3"
"PER_DEPLOYER",,67.955144196,,,35,34,"97.1"
"PER_DEPLOYER",,67.93189060099999,,,77,109,"141.6"
"PER_DEPLOYER",,67.929667562,,,69,64,"92.8"
"PER_DEPLOYER",,67.927479162,,,34,34,"100.0"
"PER_DEPLOYER",,67.922906022,,,19,19,"100.0"
"PER_DEPLOYER",,67.91029566899999,,,8,8,"100.0"
"PER_DEPLOYER",,67.903069887,,,11,12,"109.1"
"PER_DEPLOYER",,67.885069987,,,12,12,"100.0"
"PER_DEPLOYER",,67.87903304000001,,,235,234,"99.6"
"PER_DEPLOYER",,67.87085766300001,,,49,27,"55.1"
"PER_DEPLOYER",,67.870689355,,,34,34,"100.0"
"PER_DEPLOYER",,67.84716346,,,6,9,"150.0"
"PER_DEPLOYER",,67.84457304,,,9,9,"100.0"
"PER_DEPLOYER",,67.833102999,,,75,74,"98.7"
"PER_DEPLOYER",,67.819141583,,,5,5,"100.0"
"PER_DEPLOYER",,67.77305201800002,,,15,22,"146.7"
"PER_DEPLOYER",,67.75507323600002,,,33,32,"97.0"
"PER_DEPLOYER",,67.754826674,,,57,57,"100.0"
"PER_DEPLOYER",,67.75382322700001,,,53,53,"100.0"
"PER_DEPLOYER",,67.75091760999999,,,33,37,"112.1"
"PER_DEPLOYER",,67.749173999,,,46,46,"100.0"
"PER_DEPLOYER",,67.74318422600001,,,120,121,"100.8"
"PER_DEPLOYER",,67.732752843,,,66,67,"101.5"
"PER_DEPLOYER",,67.72809485,,,25,28,"112.0"
"PER_DEPLOYER",,67.723185699,,,75,75,"100.0"
"PER_DEPLOYER",,67.71464287899998,,,30,27,"90.0"
"PER_DEPLOYER",,67.70775129,,,13,13,"100.0"
"PER_DEPLOYER",,67.704391243,,,5,5,"100.0"
"PER_DEPLOYER",,67.697544104,,,14,14,"100.0"
"PER_DEPLOYER",,67.679759231,,,121,118,"97.5"
"PER_DEPLOYER",,67.67849222699999,,,33,34,"103.0"
"PER_DEPLOYER",,67.675494838,,,103,103,"100.0"
"PER_DEPLOYER",,67.67306262299999,,,16,14,"87.5"
"PER_DEPLOYER",,67.666518941,,,30,30,"100.0"
"PER_DEPLOYER",,67.664373548,,,43,43,"100.0"
"PER_DEPLOYER",,67.64693532700001,,,12,12,"100.0"
"PER_DEPLOYER",,67.635520624,,,41,41,"100.0"
"PER_DEPLOYER",,67.621251542,,,7,7,"100.0"
"PER_DEPLOYER",,67.596807628,,,21,23,"109.5"
"PER_DEPLOYER",,67.57948099599999,,,36,39,"108.3"
"PER_DEPLOYER",,67.569709266,,,11,11,"100.0"
"PER_DEPLOYER",,67.563987059,,,62,62,"100.0"
"PER_DEPLOYER",,67.562663389,,,17,18,"105.9"
"PER_DEPLOYER",,67.561019046,,,38,40,"105.3"
"PER_DEPLOYER",,67.55717398000002,,,17,25,"147.1"
"PER_DEPLOYER",,67.550963937,,,69,69,"100.0"
"PER_DEPLOYER",,67.537052427,,,33,22,"66.7"
"PER_DEPLOYER",,67.52496403699999,,,44,43,"97.7"
