"metric","deployer_count","total_profit_sol","avg_profit_per_deployer","median_profit_per_deployer","total_tokens_created","total_profitable_tokens","profitable_token_rate"
"PER_DEPLOYER",,27.826738728,,,23,23,"100.0"
"PER_DEPLOYER",,27.824588546,,,8,3,"37.5"
"PER_DEPLOYER",,27.822491462,,,12,10,"83.3"
"PER_DEPLOYER",,27.822143890999996,,,7,7,"100.0"
"PER_DEPLOYER",,27.820172566000004,,,14,14,"100.0"
"PER_DEPLOYER",,27.819862547,,,14,14,"100.0"
"PER_DEPLOYER",,27.819242310999996,,,19,19,"100.0"
"PER_DEPLOYER",,27.816116593999997,,,16,16,"100.0"
"PER_DEPLOYER",,27.811823686000007,,,64,63,"98.4"
"PER_DEPLOYER",,27.811721923000004,,,28,28,"100.0"
"PER_DEPLOYER",,27.811185571,,,25,25,"100.0"
"PER_DEPLOYER",,27.809802071,,,24,36,"150.0"
"PER_DEPLOYER",,27.807299088,,,16,16,"100.0"
"PER_DEPLOYER",,27.807035127,,,25,25,"100.0"
"PER_DEPLOYER",,27.806089401,,,75,60,"80.0"
"PER_DEPLOYER",,27.804657204999998,,,15,14,"93.3"
"PER_DEPLOYER",,27.802591989999993,,,39,29,"74.4"
"PER_DEPLOYER",,27.801799997,,,33,29,"87.9"
"PER_DEPLOYER",,27.801754860999996,,,22,30,"136.4"
"PER_DEPLOYER",,27.800681664000003,,,10,9,"90.0"
"PER_DEPLOYER",,27.800093513,,,19,15,"78.9"
"PER_DEPLOYER",,27.800008024000004,,,14,14,"100.0"
"PER_DEPLOYER",,27.799757136,,,5,9,"180.0"
"PER_DEPLOYER",,27.797015072999997,,,23,24,"104.3"
"PER_DEPLOYER",,27.796688590000002,,,31,27,"87.1"
"PER_DEPLOYER",,27.793217668,,,31,31,"100.0"
"PER_DEPLOYER",,27.79079967,,,22,22,"100.0"
"PER_DEPLOYER",,27.788321648000004,,,16,15,"93.8"
"PER_DEPLOYER",,27.787088232000002,,,10,12,"120.0"
"PER_DEPLOYER",,27.783712712000003,,,12,13,"108.3"
"PER_DEPLOYER",,27.782977957,,,23,24,"104.3"
"PER_DEPLOYER",,27.780643137000002,,,17,17,"100.0"
"PER_DEPLOYER",,27.778389052999998,,,36,35,"97.2"
"PER_DEPLOYER",,27.777931046000003,,,10,4,"40.0"
"PER_DEPLOYER",,27.776478409000003,,,9,9,"100.0"
"PER_DEPLOYER",,27.775137542999996,,,24,33,"137.5"
"PER_DEPLOYER",,27.774345247,,,12,12,"100.0"
"PER_DEPLOYER",,27.774213303000003,,,31,30,"96.8"
"PER_DEPLOYER",,27.773585423000004,,,22,25,"113.6"
"PER_DEPLOYER",,27.772933008000003,,,28,31,"110.7"
"PER_DEPLOYER",,27.770071162,,,21,21,"100.0"
"PER_DEPLOYER",,27.769038301,,,15,15,"100.0"
"PER_DEPLOYER",,27.768170728,,,9,9,"100.0"
"PER_DEPLOYER",,27.767879668000003,,,8,8,"100.0"
"PER_DEPLOYER",,27.760886197,,,13,13,"100.0"
"PER_DEPLOYER",,27.759435454,,,37,37,"100.0"
"PER_DEPLOYER",,27.759017523000004,,,32,30,"93.8"
"PER_DEPLOYER",,27.758477853000002,,,30,33,"110.0"
"PER_DEPLOYER",,27.757524251,,,12,31,"258.3"
"PER_DEPLOYER",,27.756907815,,,9,9,"100.0"
"PER_DEPLOYER",,27.756198287,,,11,11,"100.0"
"PER_DEPLOYER",,27.754858921000004,,,24,28,"116.7"
"PER_DEPLOYER",,27.753263316999995,,,24,24,"100.0"
"PER_DEPLOYER",,27.752553367999997,,,11,16,"145.5"
"PER_DEPLOYER",,27.751796151999997,,,18,18,"100.0"
"PER_DEPLOYER",,27.751756613,,,16,15,"93.8"
"PER_DEPLOYER",,27.749053782,,,14,14,"100.0"
"PER_DEPLOYER",,27.747760309,,,28,37,"132.1"
"PER_DEPLOYER",,27.747500036999995,,,24,24,"100.0"
"PER_DEPLOYER",,27.746157668,,,9,9,"100.0"
"PER_DEPLOYER",,27.743306828999998,,,17,18,"105.9"
"PER_DEPLOYER",,27.742230661,,,6,12,"200.0"
"PER_DEPLOYER",,27.740675605999996,,,9,9,"100.0"
"PER_DEPLOYER",,27.738686559,,,6,8,"133.3"
"PER_DEPLOYER",,27.738206032999997,,,22,22,"100.0"
"PER_DEPLOYER",,27.728129797999998,,,20,20,"100.0"
"PER_DEPLOYER",,27.726692563000004,,,14,14,"100.0"
"PER_DEPLOYER",,27.726643899,,,38,38,"100.0"
"PER_DEPLOYER",,27.726570039000002,,,24,39,"162.5"
"PER_DEPLOYER",,27.725359425,,,29,29,"100.0"
"PER_DEPLOYER",,27.723399096000005,,,14,15,"107.1"
"PER_DEPLOYER",,27.723318141000004,,,5,6,"120.0"
"PER_DEPLOYER",,27.720313994,,,8,7,"87.5"
"PER_DEPLOYER",,27.717311560999995,,,13,13,"100.0"
"PER_DEPLOYER",,27.714913013999997,,,16,25,"156.3"
"PER_DEPLOYER",,27.714120831,,,13,13,"100.0"
"PER_DEPLOYER",,27.711856447000002,,,23,23,"100.0"
"PER_DEPLOYER",,27.708925262999998,,,9,9,"100.0"
"PER_DEPLOYER",,27.708756827,,,14,14,"100.0"
"PER_DEPLOYER",,27.706511767000002,,,9,10,"111.1"
"PER_DEPLOYER",,27.705929616,,,5,9,"180.0"
"PER_DEPLOYER",,27.704564771,,,20,20,"100.0"
"PER_DEPLOYER",,27.701000771,,,7,7,"100.0"
"PER_DEPLOYER",,27.698044264,,,14,14,"100.0"
"PER_DEPLOYER",,27.697795237,,,12,17,"141.7"
"PER_DEPLOYER",,27.697457889,,,32,32,"100.0"
"PER_DEPLOYER",,27.694151078,,,15,22,"146.7"
"PER_DEPLOYER",,27.693309905,,,17,18,"105.9"
"PER_DEPLOYER",,27.693252287,,,24,15,"62.5"
"PER_DEPLOYER",,27.691224106,,,7,11,"157.1"
"PER_DEPLOYER",,27.690813200999997,,,17,25,"147.1"
"PER_DEPLOYER",,27.690058114,,,6,6,"100.0"
"PER_DEPLOYER",,27.689582494,,,27,27,"100.0"
"PER_DEPLOYER",,27.688260021,,,13,15,"115.4"
"PER_DEPLOYER",,27.688124158,,,14,14,"100.0"
"PER_DEPLOYER",,27.685957682999994,,,27,26,"96.3"
"PER_DEPLOYER",,27.685843916,,,14,14,"100.0"
"PER_DEPLOYER",,27.685638105999995,,,26,26,"100.0"
"PER_DEPLOYER",,27.684830904,,,9,10,"111.1"
"PER_DEPLOYER",,27.680944891000003,,,22,7,"31.8"
"PER_DEPLOYER",,27.680429572999998,,,6,8,"133.3"
"PER_DEPLOYER",,27.680130508999998,,,24,23,"95.8"
"PER_DEPLOYER",,27.676013610000005,,,23,23,"100.0"
"PER_DEPLOYER",,27.675304168,,,17,17,"100.0"
"PER_DEPLOYER",,27.673516344999996,,,27,26,"96.3"
"PER_DEPLOYER",,27.669591197999996,,,11,11,"100.0"
"PER_DEPLOYER",,27.669143220000002,,,32,38,"118.8"
"PER_DEPLOYER",,27.668530229999995,,,13,13,"100.0"
"PER_DEPLOYER",,27.667376532000002,,,8,8,"100.0"
"PER_DEPLOYER",,27.667375475000004,,,20,20,"100.0"
"PER_DEPLOYER",,27.666329618,,,21,21,"100.0"
"PER_DEPLOYER",,27.665357041,,,14,15,"107.1"
"PER_DEPLOYER",,27.663845093,,,12,20,"166.7"
"PER_DEPLOYER",,27.662855585000003,,,7,5,"71.4"
"PER_DEPLOYER",,27.661673029000006,,,19,13,"68.4"
"PER_DEPLOYER",,27.661062899999997,,,27,27,"100.0"
"PER_DEPLOYER",,27.655859534,,,8,8,"100.0"
"PER_DEPLOYER",,27.655415502,,,44,15,"34.1"
"PER_DEPLOYER",,27.651428457999998,,,24,25,"104.2"
"PER_DEPLOYER",,27.651409759000007,,,17,29,"170.6"
"PER_DEPLOYER",,27.648883912999995,,,69,6,"8.7"
"PER_DEPLOYER",,27.647578202,,,20,21,"105.0"
"PER_DEPLOYER",,27.646375940000002,,,36,32,"88.9"
"PER_DEPLOYER",,27.644433976000006,,,18,18,"100.0"
"PER_DEPLOYER",,27.644412648,,,15,16,"106.7"
"PER_DEPLOYER",,27.642828055000003,,,14,14,"100.0"
"PER_DEPLOYER",,27.641573174,,,23,23,"100.0"
"PER_DEPLOYER",,27.640232582000003,,,25,25,"100.0"
"PER_DEPLOYER",,27.630992845,,,15,15,"100.0"
"PER_DEPLOYER",,27.62989238400001,,,29,29,"100.0"
"PER_DEPLOYER",,27.629036701,,,68,64,"94.1"
"PER_DEPLOYER",,27.628998833000004,,,38,37,"97.4"
"PER_DEPLOYER",,27.621891665,,,9,9,"100.0"
"PER_DEPLOYER",,27.618532284,,,5,7,"140.0"
"PER_DEPLOYER",,27.618322186000004,,,14,14,"100.0"
"PER_DEPLOYER",,27.617883863,,,19,21,"110.5"
"PER_DEPLOYER",,27.616548276999996,,,8,24,"300.0"
"PER_DEPLOYER",,27.615594489999992,,,10,7,"70.0"
"PER_DEPLOYER",,27.612831026000002,,,9,9,"100.0"
"PER_DEPLOYER",,27.609904031,,,9,9,"100.0"
"PER_DEPLOYER",,27.609806112,,,22,19,"86.4"
"PER_DEPLOYER",,27.609015549000002,,,15,15,"100.0"
"PER_DEPLOYER",,27.607770181,,,7,8,"114.3"
"PER_DEPLOYER",,27.606040951000004,,,27,27,"100.0"
"PER_DEPLOYER",,27.604703784,,,20,36,"180.0"
"PER_DEPLOYER",,27.602632274999998,,,21,21,"100.0"
"PER_DEPLOYER",,27.602061160999995,,,14,14,"100.0"
"PER_DEPLOYER",,27.599597715,,,17,21,"123.5"
"PER_DEPLOYER",,27.598794917999996,,,7,7,"100.0"
"PER_DEPLOYER",,27.595235281,,,21,21,"100.0"
"PER_DEPLOYER",,27.595096694999995,,,17,14,"82.4"
"PER_DEPLOYER",,27.59506353,,,26,26,"100.0"
"PER_DEPLOYER",,27.593509486000002,,,10,11,"110.0"
"PER_DEPLOYER",,27.592050883,,,25,24,"96.0"
"PER_DEPLOYER",,27.59174222,,,38,38,"100.0"
"PER_DEPLOYER",,27.591032739999996,,,14,14,"100.0"
"PER_DEPLOYER",,27.589102941999993,,,25,25,"100.0"
"PER_DEPLOYER",,27.583879016000004,,,10,21,"210.0"
"PER_DEPLOYER",,27.582289367000005,,,15,15,"100.0"
"PER_DEPLOYER",,27.581606774,,,25,25,"100.0"
"PER_DEPLOYER",,27.579809973000003,,,32,35,"109.4"
"PER_DEPLOYER",,27.579281255999998,,,7,7,"100.0"
"PER_DEPLOYER",,27.578708145,,,15,16,"106.7"
"PER_DEPLOYER",,27.578289310000002,,,26,26,"100.0"
"PER_DEPLOYER",,27.571911641999993,,,31,29,"93.5"
"PER_DEPLOYER",,27.571709284,,,17,17,"100.0"
"PER_DEPLOYER",,27.570141486000004,,,14,14,"100.0"
"PER_DEPLOYER",,27.570129571000002,,,32,29,"90.6"
"PER_DEPLOYER",,27.569683648,,,5,6,"120.0"
"PER_DEPLOYER",,27.567223326000004,,,29,30,"103.4"
"PER_DEPLOYER",,27.566888077,,,42,48,"114.3"
"PER_DEPLOYER",,27.565946145999995,,,21,21,"100.0"
"PER_DEPLOYER",,27.564235143999998,,,18,24,"133.3"
"PER_DEPLOYER",,27.563255701,,,5,8,"160.0"
"PER_DEPLOYER",,27.561926433000004,,,34,34,"100.0"
"PER_DEPLOYER",,27.560889794,,,17,17,"100.0"
"PER_DEPLOYER",,27.558728897,,,28,30,"107.1"
"PER_DEPLOYER",,27.557347848999996,,,40,40,"100.0"
"PER_DEPLOYER",,27.557007417,,,18,17,"94.4"
"PER_DEPLOYER",,27.556912366000002,,,31,29,"93.5"
"PER_DEPLOYER",,27.555578774999997,,,9,11,"122.2"
"PER_DEPLOYER",,27.55469477399999,,,33,41,"124.2"
"PER_DEPLOYER",,27.554109702999995,,,19,19,"100.0"
"PER_DEPLOYER",,27.550360364,,,12,11,"91.7"
"PER_DEPLOYER",,27.550103663999998,,,12,26,"216.7"
"PER_DEPLOYER",,27.549017068,,,5,4,"80.0"
"PER_DEPLOYER",,27.547144646999996,,,40,41,"102.5"
"PER_DEPLOYER",,27.545866465,,,22,21,"95.5"
"PER_DEPLOYER",,27.544069382000004,,,9,10,"111.1"
"PER_DEPLOYER",,27.543813798000002,,,31,31,"100.0"
"PER_DEPLOYER",,27.54249334,,,37,40,"108.1"
"PER_DEPLOYER",,27.541987409999997,,,34,25,"73.5"
"PER_DEPLOYER",,27.541451945,,,31,31,"100.0"
"PER_DEPLOYER",,27.541231568,,,15,15,"100.0"
"PER_DEPLOYER",,27.538938092,,,14,14,"100.0"
"PER_DEPLOYER",,27.538711732,,,57,59,"103.5"
"PER_DEPLOYER",,27.534069921,,,15,15,"100.0"
"PER_DEPLOYER",,27.529774015,,,5,1,"20.0"
"PER_DEPLOYER",,27.529678888,,,18,18,"100.0"
"PER_DEPLOYER",,27.529404391,,,5,9,"180.0"
"PER_DEPLOYER",,27.528409346999993,,,24,32,"133.3"
"PER_DEPLOYER",,27.527527807,,,40,38,"95.0"
"PER_DEPLOYER",,27.522944462999998,,,38,38,"100.0"
"PER_DEPLOYER",,27.521699232000003,,,15,15,"100.0"
"PER_DEPLOYER",,27.5213182,,,32,13,"40.6"
"PER_DEPLOYER",,27.519347376,,,6,11,"183.3"
"PER_DEPLOYER",,27.515690453999994,,,14,14,"100.0"
"PER_DEPLOYER",,27.515447004,,,10,10,"100.0"
"PER_DEPLOYER",,27.513159181999995,,,22,22,"100.0"
"PER_DEPLOYER",,27.512654777,,,14,14,"100.0"
"PER_DEPLOYER",,27.511587614,,,18,18,"100.0"
"PER_DEPLOYER",,27.510679198,,,17,17,"100.0"
"PER_DEPLOYER",,27.508472051,,,22,20,"90.9"
"PER_DEPLOYER",,27.504797183,,,26,26,"100.0"
"PER_DEPLOYER",,27.502493026000003,,,7,7,"100.0"
"PER_DEPLOYER",,27.500993341,,,19,17,"89.5"
"PER_DEPLOYER",,27.500779613,,,12,18,"150.0"
"PER_DEPLOYER",,27.498393120000003,,,25,25,"100.0"
"PER_DEPLOYER",,27.498367611,,,12,12,"100.0"
"PER_DEPLOYER",,27.498125267,,,8,9,"112.5"
"PER_DEPLOYER",,27.49687905,,,47,45,"95.7"
"PER_DEPLOYER",,27.496446148999997,,,40,36,"90.0"
"PER_DEPLOYER",,27.496080936,,,24,23,"95.8"
"PER_DEPLOYER",,27.495576147,,,34,34,"100.0"
"PER_DEPLOYER",,27.491438095,,,22,22,"100.0"
"PER_DEPLOYER",,27.490931394,,,8,9,"112.5"
"PER_DEPLOYER",,27.490919065000003,,,19,19,"100.0"
"PER_DEPLOYER",,27.490889977,,,20,25,"125.0"
"PER_DEPLOYER",,27.486452363000005,,,31,31,"100.0"
"PER_DEPLOYER",,27.486205278,,,18,14,"77.8"
"PER_DEPLOYER",,27.482089424,,,26,26,"100.0"
"PER_DEPLOYER",,27.481527532999994,,,29,29,"100.0"
"PER_DEPLOYER",,27.480728448,,,6,6,"100.0"
"PER_DEPLOYER",,27.478733086000002,,,119,19,"16.0"
"PER_DEPLOYER",,27.478579525,,,55,49,"89.1"
"PER_DEPLOYER",,27.4782553,,,24,24,"100.0"
"PER_DEPLOYER",,27.475964133,,,10,10,"100.0"
"PER_DEPLOYER",,27.475247014,,,15,12,"80.0"
"PER_DEPLOYER",,27.474983652,,,27,28,"103.7"
"PER_DEPLOYER",,27.473287963,,,14,14,"100.0"
"PER_DEPLOYER",,27.471482699000003,,,14,14,"100.0"
"PER_DEPLOYER",,27.469508227999995,,,21,16,"76.2"
"PER_DEPLOYER",,27.463329175000002,,,16,15,"93.8"
"PER_DEPLOYER",,27.461081806,,,17,18,"105.9"
"PER_DEPLOYER",,27.459567118000002,,,101,101,"100.0"
"PER_DEPLOYER",,27.459377759,,,45,45,"100.0"
"PER_DEPLOYER",,27.458778575000004,,,18,18,"100.0"
"PER_DEPLOYER",,27.458287003,,,14,14,"100.0"
"PER_DEPLOYER",,27.457276756999995,,,10,10,"100.0"
"PER_DEPLOYER",,27.456365934,,,15,10,"66.7"
"PER_DEPLOYER",,27.455829449000003,,,19,19,"100.0"
"PER_DEPLOYER",,27.455757339,,,35,34,"97.1"
"PER_DEPLOYER",,27.455222692000003,,,7,7,"100.0"
"PER_DEPLOYER",,27.453504681,,,26,26,"100.0"
"PER_DEPLOYER",,27.452597593,,,7,6,"85.7"
"PER_DEPLOYER",,27.451527587,,,13,13,"100.0"
"PER_DEPLOYER",,27.450403068,,,6,8,"133.3"
"PER_DEPLOYER",,27.448951839,,,16,17,"106.3"
"PER_DEPLOYER",,27.448653961000005,,,9,9,"100.0"
"PER_DEPLOYER",,27.44854305,,,12,12,"100.0"
"PER_DEPLOYER",,27.448357310000002,,,13,12,"92.3"
"PER_DEPLOYER",,27.447876916,,,46,44,"95.7"
"PER_DEPLOYER",,27.4463908,,,26,26,"100.0"
"PER_DEPLOYER",,27.442617416999997,,,6,5,"83.3"
"PER_DEPLOYER",,27.442484505,,,26,31,"119.2"
"PER_DEPLOYER",,27.439162365,,,34,34,"100.0"
"PER_DEPLOYER",,27.438692348000004,,,18,18,"100.0"
"PER_DEPLOYER",,27.438483069,,,10,13,"130.0"
"PER_DEPLOYER",,27.435777733000002,,,33,40,"121.2"
"PER_DEPLOYER",,27.435314693,,,8,6,"75.0"
"PER_DEPLOYER",,27.434522151,,,26,26,"100.0"
"PER_DEPLOYER",,27.434395019,,,5,5,"100.0"
"PER_DEPLOYER",,27.434373815999997,,,26,26,"100.0"
"PER_DEPLOYER",,27.434184716,,,5,5,"100.0"
"PER_DEPLOYER",,27.432238593,,,18,25,"138.9"
"PER_DEPLOYER",,27.432173347,,,29,29,"100.0"
"PER_DEPLOYER",,27.430906682,,,34,34,"100.0"
"PER_DEPLOYER",,27.429458078,,,9,11,"122.2"
"PER_DEPLOYER",,27.429327185,,,41,23,"56.1"
"PER_DEPLOYER",,27.429297592999998,,,5,5,"100.0"
"PER_DEPLOYER",,27.429071747,,,6,9,"150.0"
"PER_DEPLOYER",,27.428661258,,,7,7,"100.0"
"PER_DEPLOYER",,27.427993148000002,,,30,30,"100.0"
"PER_DEPLOYER",,27.424990118,,,25,25,"100.0"
"PER_DEPLOYER",,27.422515407,,,22,18,"81.8"
"PER_DEPLOYER",,27.421498262,,,14,17,"121.4"
"PER_DEPLOYER",,27.420178388999997,,,12,12,"100.0"
"PER_DEPLOYER",,27.420152902000005,,,93,26,"28.0"
"PER_DEPLOYER",,27.419153455,,,13,13,"100.0"
"PER_DEPLOYER",,27.417902158000004,,,27,27,"100.0"
"PER_DEPLOYER",,27.41764023,,,14,14,"100.0"
"PER_DEPLOYER",,27.417574827,,,22,22,"100.0"
"PER_DEPLOYER",,27.417206911,,,49,49,"100.0"
"PER_DEPLOYER",,27.415635154,,,11,12,"109.1"
"PER_DEPLOYER",,27.414590830999998,,,18,15,"83.3"
"PER_DEPLOYER",,27.413290538,,,14,17,"121.4"
"PER_DEPLOYER",,27.4125745,,,8,16,"200.0"
"PER_DEPLOYER",,27.411736438,,,14,14,"100.0"
"PER_DEPLOYER",,27.408442919,,,10,11,"110.0"
"PER_DEPLOYER",,27.408312063999997,,,19,20,"105.3"
"PER_DEPLOYER",,27.407347209000005,,,62,15,"24.2"
"PER_DEPLOYER",,27.407039014,,,31,31,"100.0"
"PER_DEPLOYER",,27.405565593,,,16,16,"100.0"
"PER_DEPLOYER",,27.404856989,,,13,13,"100.0"
"PER_DEPLOYER",,27.404058360000004,,,10,10,"100.0"
"PER_DEPLOYER",,27.403236966,,,9,12,"133.3"
"PER_DEPLOYER",,27.401568111,,,6,12,"200.0"
"PER_DEPLOYER",,27.400987120000003,,,14,14,"100.0"
"PER_DEPLOYER",,27.400848126,,,8,9,"112.5"
"PER_DEPLOYER",,27.399870946000004,,,20,20,"100.0"
"PER_DEPLOYER",,27.398347034000004,,,12,11,"91.7"
"PER_DEPLOYER",,27.396971201,,,46,41,"89.1"
"PER_DEPLOYER",,27.396507585,,,9,9,"100.0"
"PER_DEPLOYER",,27.396057656000004,,,22,25,"113.6"
"PER_DEPLOYER",,27.394950383999998,,,27,27,"100.0"
"PER_DEPLOYER",,27.394180349,,,14,14,"100.0"
"PER_DEPLOYER",,27.392555119,,,11,11,"100.0"
"PER_DEPLOYER",,27.392158636,,,32,33,"103.1"
"PER_DEPLOYER",,27.391034344,,,16,15,"93.8"
"PER_DEPLOYER",,27.38835253,,,8,8,"100.0"
"PER_DEPLOYER",,27.38774541,,,13,13,"100.0"
"PER_DEPLOYER",,27.387168057,,,23,23,"100.0"
"PER_DEPLOYER",,27.381731594,,,12,12,"100.0"
"PER_DEPLOYER",,27.380268526000002,,,23,23,"100.0"
"PER_DEPLOYER",,27.379835131000004,,,10,11,"110.0"
"PER_DEPLOYER",,27.378309764,,,9,9,"100.0"
"PER_DEPLOYER",,27.378168149,,,10,10,"100.0"
"PER_DEPLOYER",,27.37147956,,,12,13,"108.3"
"PER_DEPLOYER",,27.370721679999996,,,11,11,"100.0"
"PER_DEPLOYER",,27.370089551,,,40,39,"97.5"
"PER_DEPLOYER",,27.369363246,,,25,25,"100.0"
"PER_DEPLOYER",,27.369143092999998,,,45,15,"33.3"
"PER_DEPLOYER",,27.368878906,,,25,29,"116.0"
"PER_DEPLOYER",,27.366792734,,,18,21,"116.7"
"PER_DEPLOYER",,27.366084676,,,8,8,"100.0"
"PER_DEPLOYER",,27.366057806,,,14,14,"100.0"
"PER_DEPLOYER",,27.365745067,,,19,18,"94.7"
"PER_DEPLOYER",,27.364749263,,,5,5,"100.0"
"PER_DEPLOYER",,27.364005667999997,,,5,4,"80.0"
"PER_DEPLOYER",,27.363404796,,,7,7,"100.0"
"PER_DEPLOYER",,27.362733726000002,,,20,38,"190.0"
"PER_DEPLOYER",,27.362435819000005,,,26,25,"96.2"
"PER_DEPLOYER",,27.361062530999998,,,27,29,"107.4"
"PER_DEPLOYER",,27.360262367,,,11,11,"100.0"
"PER_DEPLOYER",,27.360165335999998,,,7,8,"114.3"
"PER_DEPLOYER",,27.357163664,,,17,17,"100.0"
"PER_DEPLOYER",,27.355317809000002,,,30,27,"90.0"
"PER_DEPLOYER",,27.354449775,,,14,14,"100.0"
"PER_DEPLOYER",,27.354364693,,,34,34,"100.0"
"PER_DEPLOYER",,27.352190703000005,,,24,31,"129.2"
"PER_DEPLOYER",,27.352017951999997,,,42,42,"100.0"
"PER_DEPLOYER",,27.347291987,,,5,11,"220.0"
"PER_DEPLOYER",,27.345260912000004,,,26,28,"107.7"
"PER_DEPLOYER",,27.342972396,,,8,9,"112.5"
"PER_DEPLOYER",,27.341549607000005,,,5,5,"100.0"
"PER_DEPLOYER",,27.340557307,,,5,5,"100.0"
"PER_DEPLOYER",,27.338630673999997,,,11,11,"100.0"
"PER_DEPLOYER",,27.337220676999998,,,9,10,"111.1"
"PER_DEPLOYER",,27.335746099999998,,,19,28,"147.4"
"PER_DEPLOYER",,27.334831031,,,7,14,"200.0"
"PER_DEPLOYER",,27.334180964,,,5,6,"120.0"
"PER_DEPLOYER",,27.333164897000003,,,34,34,"100.0"
"PER_DEPLOYER",,27.329915732000003,,,7,12,"171.4"
"PER_DEPLOYER",,27.329368409999997,,,20,21,"105.0"
"PER_DEPLOYER",,27.328672657,,,17,17,"100.0"
"PER_DEPLOYER",,27.328181996000005,,,28,28,"100.0"
"PER_DEPLOYER",,27.326147454999997,,,13,14,"107.7"
"PER_DEPLOYER",,27.323272208,,,13,13,"100.0"
"PER_DEPLOYER",,27.321297300999994,,,14,18,"128.6"
"PER_DEPLOYER",,27.320070011,,,15,15,"100.0"
"PER_DEPLOYER",,27.316247113000003,,,12,12,"100.0"
"PER_DEPLOYER",,27.316059418,,,8,8,"100.0"
"PER_DEPLOYER",,27.316023672,,,43,38,"88.4"
"PER_DEPLOYER",,27.311855385999998,,,24,24,"100.0"
"PER_DEPLOYER",,27.311280394,,,25,25,"100.0"
"PER_DEPLOYER",,27.310924989000004,,,12,13,"108.3"
"PER_DEPLOYER",,27.310451301,,,22,27,"122.7"
"PER_DEPLOYER",,27.309753036000004,,,14,14,"100.0"
"PER_DEPLOYER",,27.309619013,,,26,29,"111.5"
"PER_DEPLOYER",,27.307192349999994,,,110,50,"45.5"
"PER_DEPLOYER",,27.306797336000002,,,18,22,"122.2"
"PER_DEPLOYER",,27.304622535,,,39,39,"100.0"
"PER_DEPLOYER",,27.302530018000002,,,18,18,"100.0"
"PER_DEPLOYER",,27.302145753999998,,,18,33,"183.3"
"PER_DEPLOYER",,27.298422966000004,,,14,14,"100.0"
"PER_DEPLOYER",,27.297722796,,,16,16,"100.0"
"PER_DEPLOYER",,27.296450964,,,15,15,"100.0"
"PER_DEPLOYER",,27.295972218999996,,,17,18,"105.9"
"PER_DEPLOYER",,27.291799307,,,6,6,"100.0"
"PER_DEPLOYER",,27.291291178,,,8,8,"100.0"
"PER_DEPLOYER",,27.289872789999997,,,13,21,"161.5"
"PER_DEPLOYER",,27.288717143999996,,,14,14,"100.0"
"PER_DEPLOYER",,27.288113951,,,28,31,"110.7"
"PER_DEPLOYER",,27.287749699000003,,,19,19,"100.0"
"PER_DEPLOYER",,27.287150732,,,7,8,"114.3"
"PER_DEPLOYER",,27.28693455,,,19,18,"94.7"
"PER_DEPLOYER",,27.285147857,,,8,11,"137.5"
"PER_DEPLOYER",,27.284918226,,,16,15,"93.8"
"PER_DEPLOYER",,27.284036412000003,,,13,13,"100.0"
"PER_DEPLOYER",,27.283271381000002,,,39,39,"100.0"
"PER_DEPLOYER",,27.280816024,,,7,8,"114.3"
"PER_DEPLOYER",,27.277373818,,,269,21,"7.8"
"PER_DEPLOYER",,27.276774353,,,9,9,"100.0"
"PER_DEPLOYER",,27.274611309000004,,,51,45,"88.2"
"PER_DEPLOYER",,27.274062692,,,7,8,"114.3"
"PER_DEPLOYER",,27.273717989999998,,,14,19,"135.7"
"PER_DEPLOYER",,27.273579650000002,,,14,14,"100.0"
"PER_DEPLOYER",,27.267943880999997,,,32,30,"93.8"
"PER_DEPLOYER",,27.267590019,,,16,16,"100.0"
"PER_DEPLOYER",,27.266878956,,,34,34,"100.0"
"PER_DEPLOYER",,27.265864952,,,35,28,"80.0"
"PER_DEPLOYER",,27.264596087,,,17,9,"52.9"
"PER_DEPLOYER",,27.262066452000003,,,15,15,"100.0"
"PER_DEPLOYER",,27.259617282,,,11,11,"100.0"
"PER_DEPLOYER",,27.256030598,,,14,15,"107.1"
"PER_DEPLOYER",,27.255295165000007,,,24,24,"100.0"
"PER_DEPLOYER",,27.250563845000002,,,33,36,"109.1"
"PER_DEPLOYER",,27.249134470999998,,,14,12,"85.7"
"PER_DEPLOYER",,27.247272076999998,,,8,8,"100.0"
"PER_DEPLOYER",,27.245619057,,,12,12,"100.0"
"PER_DEPLOYER",,27.245042332999997,,,26,27,"103.8"
"PER_DEPLOYER",,27.243596471,,,15,15,"100.0"
"PER_DEPLOYER",,27.242861393,,,37,29,"78.4"
"PER_DEPLOYER",,27.240920093,,,10,10,"100.0"
"PER_DEPLOYER",,27.240797731,,,28,28,"100.0"
"PER_DEPLOYER",,27.240385332000002,,,29,31,"106.9"
"PER_DEPLOYER",,27.240257987,,,36,37,"102.8"
"PER_DEPLOYER",,27.239902024,,,18,18,"100.0"
"PER_DEPLOYER",,27.238537842,,,35,35,"100.0"
"PER_DEPLOYER",,27.237592765,,,8,14,"175.0"
"PER_DEPLOYER",,27.237531582000003,,,6,14,"233.3"
"PER_DEPLOYER",,27.236651528000003,,,18,18,"100.0"
"PER_DEPLOYER",,27.234580839000003,,,23,23,"100.0"
"PER_DEPLOYER",,27.232607903000005,,,28,25,"89.3"
"PER_DEPLOYER",,27.231812316,,,20,20,"100.0"
"PER_DEPLOYER",,27.231166178,,,10,14,"140.0"
